Name,Twitter_username,Account_start_time,Account_ID,Sex,Birthplace,Birthday,Age,Instagram_username,Political_party
Diane Mitsch Bush,RepDMB,2014-02-27T00:00:00Z,2364682111,female,United States of America,,,,Democratic Party
Diane Russell,MissWrite,2008-05-29T00:00:00Z,14943778,female,United States of America,1976-08-09T00:00:00Z,44.0,,Democratic Party
Diane Russell,MissWrite,2008-05-29T00:00:00Z,14943778,female,United States of America,1976-08-09T00:00:00Z,44.0,,Maine Democratic Party
Diane Savino,dianesavino,2009-10-08T00:00:00Z,80890505,female,United States of America,1963-09-28T00:00:00Z,57.0,,Democratic Party
Dianne Feinstein,SenFeinstein,2012-01-27T00:00:00Z,476256944,female,United States of America,1933-06-22T00:00:00Z,87.0,,Democratic Party
Dick Durbin,SenatorDurbin,2011-02-04T00:00:00Z,247334603,male,United States of America,1944-11-21T00:00:00Z,75.0,durbincampaign,Democratic Party
Dick Gephardt,dickgephardt,2016-08-08T00:00:00Z,762742698059059200,male,United States of America,1941-01-31T00:00:00Z,79.0,,Democratic Party
Dick Gregory,IAmDickGregory,2012-03-12T00:00:00Z,522828682,male,United States of America,1932-10-12T00:00:00Z,88.0,,Peace and Freedom Party
Dina Powell,apnsadinapowell,,,female,Egypt,1973-06-12T00:00:00Z,47.0,,Republican Party
Dina Titus,RepDinaTitus,2010-03-11T00:00:00Z,122174004,female,United States of America,1950-05-23T00:00:00Z,70.0,dinatitusnv,Democratic Party
Dinesh D'Souza,DineshDSouza,2009-11-22T00:00:00Z,91882544,male,India,1961-04-25T00:00:00Z,59.0,dineshjdsouza,Republican Party
Dino Rossi,DinoRossiWA,2010-05-20T00:00:00Z,146241212,male,United States of America,1959-10-15T00:00:00Z,61.0,,Republican Party
Don Bacon,repdonbacon,2017-01-10T00:00:00Z,818975124460335106,male,United States of America,1963-08-16T00:00:00Z,57.0,repdonbacon,Republican Party
Don Beyer,RepDonBeyer,2015-01-05T00:00:00Z,2962868158,male,Italy,1950-06-20T00:00:00Z,70.0,repdonbeyer,Democratic Party
Don Blankenship,DonBlankenship,2009-06-19T00:00:00Z,48762458,male,United States of America,1950-03-14T00:00:00Z,70.0,,Republican Party
Don Blankenship,DonBlankenship,2009-06-19T00:00:00Z,48762458,male,United States of America,1950-03-14T00:00:00Z,70.0,,Constitution Party
Don Ness,Ness_Duluth,2011-08-30T00:00:00Z,365051475,male,United States of America,1974-01-09T00:00:00Z,46.0,,Minnesota Democratic–Farmer–Labor Party
Don Ness,Ness_Duluth,2011-08-30T00:00:00Z,365051475,male,United States of America,1974-01-09T00:00:00Z,46.0,,Democratic Party
Don Young,RepDonYoung,2009-05-01T00:00:00Z,37007274,male,United States of America,1933-06-09T00:00:00Z,87.0,,Republican Party
Donald Norcross,DonaldNorcross,2015-03-27T00:00:00Z,3122099613,male,United States of America,1958-12-13T00:00:00Z,61.0,donald_norcross,Democratic Party
"Donald Payne, Jr.",RepDonaldPayne,2013-02-06T00:00:00Z,1155335864,male,United States of America,1958-12-16T00:00:00Z,61.0,repdonaldpaynejr,Democratic Party
Donald Trump,realDonaldTrump,2009-03-18T00:00:00Z,25073877,male,United States of America,1946-06-14T00:00:00Z,74.0,realdonaldtrump,Republican Party
Donald Trump,POTUS,2009-03-18T00:00:00Z,25073877,male,United States of America,1946-06-14T00:00:00Z,74.0,realdonaldtrump,Republican Party
Donald Trump,realDonaldTrump,2017-01-20T00:00:00Z,822215679726100480,male,United States of America,1946-06-14T00:00:00Z,74.0,realdonaldtrump,Republican Party
Donald Trump,POTUS,2017-01-20T00:00:00Z,822215679726100480,male,United States of America,1946-06-14T00:00:00Z,74.0,realdonaldtrump,Republican Party
Donna Brazile,donnabrazile,2009-07-28T00:00:00Z,60919240,female,United States of America,1959-12-15T00:00:00Z,60.0,,Democratic Party
Donna Campbell,DonnaCampbellTX,2009-08-26T00:00:00Z,68920859,female,United States of America,1954-09-17T00:00:00Z,66.0,,Republican Party
Donna Edwards,RepDonnaEdwards,2009-10-15T00:00:00Z,82649553,female,United States of America,1958-06-28T00:00:00Z,62.0,,Democratic Party
Donna Howard,DonnaHowardTX,2010-02-09T00:00:00Z,112899475,female,United States of America,1951-10-25T00:00:00Z,69.0,,Democratic Party
Donna Shalala,DonnaShalala,2018-11-08T00:00:00Z,1060584809095925762,female,United States of America,1941-02-14T00:00:00Z,79.0,donna_shalala,Democratic Party
Donna Shalala,DonnaShalala,2016-05-31T00:00:00Z,737719829579345920,female,United States of America,1941-02-14T00:00:00Z,79.0,donna_shalala,Democratic Party
Donna Shalala,RepShalala,2018-11-08T00:00:00Z,1060584809095925762,female,United States of America,1941-02-14T00:00:00Z,79.0,donna_shalala,Democratic Party
Donna Shalala,RepShalala,2016-05-31T00:00:00Z,737719829579345920,female,United States of America,1941-02-14T00:00:00Z,79.0,donna_shalala,Democratic Party
Donovan Dela Cruz,DonovanDelaCruz,2008-08-21T00:00:00Z,15928053,male,United States of America,1973-07-06T00:00:00Z,47.0,,Democratic Party
Doris Matsui,DorisMatsui,2009-05-06T00:00:00Z,38254095,female,United States of America,1944-09-25T00:00:00Z,76.0,repdorismatsui,Democratic Party
Doris Matsui,DorisMatsui,2009-05-06T00:00:00Z,38254095,female,United States of America,1944-09-25T00:00:00Z,76.0,repdorismatsui,Democratic Party
Dorothy A. Brown,DorothyForMayor,,,female,United States of America,1953-09-04T00:00:00Z,67.0,,Democratic Party
Doug Burgum,DougBurgum,2012-03-08T00:00:00Z,518700708,male,United States of America,1956-08-01T00:00:00Z,64.0,dougburgum,Republican Party
Doug Chin,AtghIgov,2016-12-05T00:00:00Z,805856929813663744,male,United States of America,1966-07-21T00:00:00Z,54.0,,Democratic Party
Doug Collins,RepDougCollins,2013-01-04T00:00:00Z,1060487274,male,United States of America,1966-08-16T00:00:00Z,54.0,dougcollinsga,Republican Party
Doug Ducey,dougducey,2009-02-06T00:00:00Z,20217019,male,United States of America,1964-04-09T00:00:00Z,56.0,dougducey,Republican Party
Doug Jones,SenDougJones,2017-12-13T00:00:00Z,941080085121175552,male,United States of America,1954-05-04T00:00:00Z,66.0,dougjonesforsenate,Democratic Party
Doug La Follette,douglafollette,2012-03-21T00:00:00Z,532702053,male,United States of America,1940-06-06T00:00:00Z,80.0,,Democratic Party
Doug LaMalfa,RepLaMalfa,2013-01-07T00:00:00Z,1069124515,male,United States of America,1960-07-02T00:00:00Z,60.0,repdouglamalfa,Republican Party
Doug LaMalfa,RepLaMalfa,2013-01-07T00:00:00Z,1069124515,male,United States of America,1960-07-02T00:00:00Z,60.0,repdouglamalfa,California Republican Party
Doug Lamborn,RepDLamborn,2012-05-18T00:00:00Z,584012853,male,United States of America,1954-05-24T00:00:00Z,66.0,douglamborn,Republican Party
Doug Peterson,AGDougPeterson,2015-01-07T00:00:00Z,2963960540,male,United States of America,1959-01-01T00:00:00Z,61.0,,Republican Party
Dow Constantine,kcexec,2009-06-25T00:00:00Z,50718079,male,United States of America,1961-11-15T00:00:00Z,59.0,,Democratic Party
Drew Ferguson,RepDrewFerguson,2016-12-07T00:00:00Z,806583915012046854,male,United States of America,1967-11-15T00:00:00Z,53.0,repdrewferguson,Republican Party
"Drew Springer, Jr.",DrewSpringer,2011-09-28T00:00:00Z,381552927,male,United States of America,1966-10-27T00:00:00Z,54.0,,Republican Party
Duane Hall,RepDuaneHall,,t2070942992,male,United States of America,1967-02-06T00:00:00Z,53.0,,Democratic Party
Duncan D. Hunter,Rep_Hunter,,t2083912729,male,United States of America,1976-12-07T00:00:00Z,43.0,,Republican Party
Dusty Johnson,RepDustyJohnson,2010-05-05T00:00:00Z,140529899,male,United States of America,1976-09-30T00:00:00Z,44.0,,Republican Party
Dusty Johnson,DustyJohnson,2010-05-05T00:00:00Z,140529899,male,United States of America,1976-09-30T00:00:00Z,44.0,,Republican Party
Dusty Johnson,RepDustyJohnson,2018-12-17T00:00:00Z,1074782372594413569,male,United States of America,1976-09-30T00:00:00Z,44.0,,Republican Party
Dusty Johnson,DustyJohnson,2018-12-17T00:00:00Z,1074782372594413569,male,United States of America,1976-09-30T00:00:00Z,44.0,,Republican Party
Dutch Ruppersberger,Call_Me_Dutch,2011-05-26T00:00:00Z,305620929,male,United States of America,1946-01-31T00:00:00Z,74.0,dutchruppersberger,Democratic Party
Dwight E. Evans,RepDwightEvans,2009-11-17T00:00:00Z,90639372,male,United States of America,1954-05-16T00:00:00Z,66.0,repdwightevans,Democratic Party
Earl Blumenauer,repblumenauer,2008-08-23T00:00:00Z,15954997,male,United States of America,1948-08-16T00:00:00Z,72.0,,Democratic Party
Ed Case,RepEdCase,2009-02-24T00:00:00Z,21737536,male,United States of America,1952-09-27T00:00:00Z,68.0,,Democratic Party
Ed Case,RepEdCase,2019-01-05T00:00:00Z,1081350574589833221,male,United States of America,1952-09-27T00:00:00Z,68.0,,Democratic Party
Ed Case,EdCaseHawaii,2019-01-05T00:00:00Z,1081350574589833221,male,United States of America,1952-09-27T00:00:00Z,68.0,,Democratic Party
Ed Case,EdCaseHawaii,2009-02-24T00:00:00Z,21737536,male,United States of America,1952-09-27T00:00:00Z,68.0,,Democratic Party
Ed Emmett,EdEmmett,2011-01-29T00:00:00Z,244783424,male,United States of America,1949-08-14T00:00:00Z,71.0,,Republican Party
Ed Gillespie,edwgillespie,2010-04-23T00:00:00Z,136250134,male,United States of America,1961-08-15T00:00:00Z,59.0,,Republican Party
Ed Koch,mayoredkoch,2010-05-13T00:00:00Z,143524116,male,United States of America,1924-12-12T00:00:00Z,95.0,,Democratic Party
Ed Koch,mayoredkoch,2010-05-13T00:00:00Z,143524116,male,United States of America,1924-12-12T00:00:00Z,95.0,,Democratic Party
Ed Markey,SenMarkey,2009-02-20T00:00:00Z,21406834,male,United States of America,1946-07-11T00:00:00Z,74.0,edmarkey,Democratic Party
Ed Murray,mayoredmurray,2013-11-03T00:00:00Z,2173418911,male,United States of America,1955-05-02T00:00:00Z,65.0,mayoredmurray,Democratic Party
Ed Perlmutter,RepPerlmutter,2009-02-10T00:00:00Z,20552026,male,United States of America,1953-05-01T00:00:00Z,67.0,,Democratic Party
Ed Rendell,govedrendell,2012-09-17T00:00:00Z,829797714,male,United States of America,1944-01-05T00:00:00Z,76.0,,Democratic Party
Ed Royce,RepEdRoyce,2011-02-03T00:00:00Z,246769138,male,United States of America,1951-10-12T00:00:00Z,69.0,,Republican Party
Ed Whitfield,RepEdWhitfield,2011-01-06T00:00:00Z,234906311,male,United States of America,1943-05-25T00:00:00Z,77.0,,Republican Party
Eddie Bernice Johnson,RepEBJ,2010-07-19T00:00:00Z,168502762,female,United States of America,1935-12-03T00:00:00Z,84.0,repebj,Democratic Party
Eddie Rodriguez,eddiefortexas,2009-02-20T00:00:00Z,21421710,male,United States of America,1971-07-01T00:00:00Z,49.0,,Democratic Party
Edward Asner,TheOnlyEdAsner,2011-01-25T00:00:00Z,242883110,male,United States of America,1929-11-15T00:00:00Z,91.0,,Democratic Party
Edward F. Coppinger,edcoppinger,,,male,United States of America,,,,Democratic Party
Edward F. Cox,chairmanedcox,2015-07-07T00:00:00Z,3364353053,male,United States of America,1946-10-02T00:00:00Z,74.0,,Republican Party
Edward Lee Rispone,EddieRispone,2018-10-18T00:00:00Z,1053004873069981696,male,United States of America,1949-01-21T00:00:00Z,71.0,eddierispone,Republican Party
Edwin Edwards,EdwinWEdwards,2014-02-27T00:00:00Z,2363378742,male,United States of America,1927-08-07T00:00:00Z,93.0,,Democratic Party
Edwin Feulner,EdFeulner,2008-12-08T00:00:00Z,17963725,male,United States of America,1941-08-12T00:00:00Z,79.0,,Republican Party
Eileen Donoghue,EileenDonoghue,2010-04-01T00:00:00Z,128619998,female,United States of America,1954-01-01T00:00:00Z,66.0,,Democratic Party
Eileen Filler-Corn,EFillerCorn,2011-01-11T00:00:00Z,236968152,female,United States of America,1964-06-05T00:00:00Z,56.0,,Democratic Party
Elaine Chao,SecElaineChao,2017-01-30T00:00:00Z,826065858548133888,female,Taiwan,1953-03-26T00:00:00Z,67.0,,Republican Party
Elaine Chao,SecElaineChao,2017-01-30T00:00:00Z,826065858548133888,female,Empire of Japan,1953-03-26T00:00:00Z,67.0,,Republican Party
Elaine Luria,ElaineLuriaVA,2018-01-07T00:00:00Z,950111395378597888,female,United States of America,1975-08-15T00:00:00Z,45.0,,Democratic Party
Eleanor Holmes Norton,EleanorNorton,2009-03-10T00:00:00Z,23600262,female,United States of America,1937-06-13T00:00:00Z,83.0,congresswomannorton,Democratic Party
Eleni Tsakopoulos Kounalakis,EleniForCA,,,female,United States of America,1966-03-03T00:00:00Z,54.0,eleniforca,Democratic Party
Elijah Cummings,RepCummings,2012-08-28T00:00:00Z,787373558,male,United States of America,1951-01-18T00:00:00Z,69.0,,Democratic Party
Eliot Engel,RepEliotEngel,2010-07-07T00:00:00Z,164007407,male,United States of America,1947-02-18T00:00:00Z,73.0,repeliotengel,Democratic Party
Elise Stefanik,RepStefanik,2015-01-05T00:00:00Z,2962813893,female,United States of America,1984-07-02T00:00:00Z,36.0,,Republican Party
Elise Stefanik,elisestefanik,2015-01-05T00:00:00Z,2962813893,female,United States of America,1984-07-02T00:00:00Z,36.0,,Republican Party
Elise Stefanik,RepStefanik,2010-01-29T00:00:00Z,109579534,female,United States of America,1984-07-02T00:00:00Z,36.0,,Republican Party
Elise Stefanik,elisestefanik,2010-01-29T00:00:00Z,109579534,female,United States of America,1984-07-02T00:00:00Z,36.0,,Republican Party
Elissa Silverman,CM_Silverman,2015-03-31T00:00:00Z,3130837337,female,United States of America,1973-01-01T00:00:00Z,47.0,,independent politician
Elissa Slotkin,RepSlotkin,2018-12-27T00:00:00Z,1078401427347857408,female,United States of America,1976-07-10T00:00:00Z,44.0,repslotkin,Democratic Party
Elissa Slotkin,ElissaSlotkin,2018-12-27T00:00:00Z,1078401427347857408,female,United States of America,1976-07-10T00:00:00Z,44.0,repslotkin,Democratic Party
Elissa Slotkin,RepSlotkin,2017-05-05T00:00:00Z,860547911268139008,female,United States of America,1976-07-10T00:00:00Z,44.0,repslotkin,Democratic Party
Elissa Slotkin,ElissaSlotkin,2017-05-05T00:00:00Z,860547911268139008,female,United States of America,1976-07-10T00:00:00Z,44.0,repslotkin,Democratic Party
Elizabeth Cheney,RepLizCheney,2017-01-04T00:00:00Z,816719802328715264,female,United States of America,1966-07-28T00:00:00Z,54.0,,Republican Party
Elizabeth Cheney,RepLizCheney,2017-01-04T00:00:00Z,816719802328715264,female,United States of America,1966-07-28T00:00:00Z,54.0,,Wyoming Republican Party
Elizabeth Dole,elizabethdole,,,female,United States of America,1936-07-29T00:00:00Z,84.0,,Republican Party
Elizabeth Dole,elizabethdole,,,female,United States of America,1936-07-29T00:00:00Z,84.0,,Democratic Party
Elizabeth Esty,RepEsty,,t2084557643,female,United States of America,1959-08-25T00:00:00Z,61.0,repesty,Democratic Party
Elizabeth Guzmán,delegateguzman,2016-10-21T00:00:00Z,789492350120624128,female,Peru,1901-01-01T00:00:00Z,119.0,,Democratic Party
Elizabeth Guzmán,delegateguzman,2016-10-21T00:00:00Z,789492350120624128,female,Peru,1970-01-01T00:00:00Z,50.0,,Democratic Party
Elizabeth Warren,ewarren,2012-11-25T00:00:00Z,970207298,female,United States of America,1949-06-22T00:00:00Z,71.0,elizabethwarren,Democratic Party
Elizabeth Warren,SenWarren,2012-11-25T00:00:00Z,970207298,female,United States of America,1949-06-22T00:00:00Z,71.0,elizabethwarren,Democratic Party
Elizabeth Warren,ewarren,2011-08-18T00:00:00Z,357606935,female,United States of America,1949-06-22T00:00:00Z,71.0,elizabethwarren,Democratic Party
Elizabeth Warren,SenWarren,2011-08-18T00:00:00Z,357606935,female,United States of America,1949-06-22T00:00:00Z,71.0,elizabethwarren,Democratic Party
Elizabeth Warren,ewarren,2012-11-25T00:00:00Z,970207298,female,United States of America,1949-06-22T00:00:00Z,71.0,senwarren,Democratic Party
Elizabeth Warren,SenWarren,2012-11-25T00:00:00Z,970207298,female,United States of America,1949-06-22T00:00:00Z,71.0,senwarren,Democratic Party
Elizabeth Warren,ewarren,2011-08-18T00:00:00Z,357606935,female,United States of America,1949-06-22T00:00:00Z,71.0,senwarren,Democratic Party
Elizabeth Warren,SenWarren,2011-08-18T00:00:00Z,357606935,female,United States of America,1949-06-22T00:00:00Z,71.0,senwarren,Democratic Party
Ellen Rosenblum,EllenRosenblum,,,female,United States of America,1951-01-06T00:00:00Z,69.0,,Democratic Party
Elly Schlein,ellyesse,2011-06-23T00:00:00Z,322933929,female,Switzerland,1985-05-04T00:00:00Z,35.0,,Democratic Party
Elly Schlein,ellyesse,2011-06-23T00:00:00Z,322933929,female,Switzerland,1985-05-04T00:00:00Z,35.0,,Possible
Emanuel Cleaver,repcleaver,2010-07-06T00:00:00Z,163570705,male,United States of America,1944-10-26T00:00:00Z,76.0,repcleaver,Democratic Party
Emily Larson,LarsonForDuluth,2011-07-22T00:00:00Z,340395994,female,United States of America,1975-01-01T00:00:00Z,45.0,,Minnesota Democratic–Farmer–Labor Party
Emily Virgin,EmilyVirginOK,2010-04-20T00:00:00Z,135193670,female,United States of America,1986-10-01T00:00:00Z,34.0,,Democratic Party
Enrique Peñalosa,EnriquePenalosa,2010-01-26T00:00:00Z,108717093,male,United States of America,1954-09-30T00:00:00Z,66.0,enriquepenalosal,Radical Change
Enrique Peñalosa,EnriquePenalosa,2010-01-26T00:00:00Z,108717093,male,United States of America,1954-09-30T00:00:00Z,66.0,enriquepenalosal,Colombian Liberal Party
Eric Brakey,SenatorBrakey,2012-11-04T00:00:00Z,926810064,male,United States of America,1988-08-08T00:00:00Z,32.0,,Republican Party
Eric Burlison,ericburlison,2008-12-09T00:00:00Z,17993908,male,United States of America,1976-10-02T00:00:00Z,44.0,,Republican Party
Eric Cantor,EricCantor,2009-01-12T00:00:00Z,18891923,male,United States of America,1963-06-06T00:00:00Z,57.0,,Republican Party
Eric Fanning,SECARMY,2016-12-29T00:00:00Z,814367737342328833,male,United States of America,1968-07-02T00:00:00Z,52.0,,Democratic Party
Eric Garcetti,ericgarcetti,2008-11-12T00:00:00Z,17358750,male,United States of America,1971-02-04T00:00:00Z,49.0,ericgarcetti,Democratic Party
Eric Greitens,EricGreitens,2009-03-12T00:00:00Z,24004390,male,United States of America,1974-04-10T00:00:00Z,46.0,ericgreitens,Democratic Party
Eric Greitens,EricGreitens,2009-03-12T00:00:00Z,24004390,male,United States of America,1974-04-10T00:00:00Z,46.0,ericgreitens,Republican Party
Eric Holcomb,GovHolcomb,2016-02-16T00:00:00Z,4919082864,male,United States of America,1968-05-02T00:00:00Z,52.0,govholcomb,Republican Party
Eric Holcomb,HolcombForIN,2016-02-16T00:00:00Z,4919082864,male,United States of America,1968-05-02T00:00:00Z,52.0,govholcomb,Republican Party
Eric Holcomb,GovHolcomb,2015-03-26T00:00:00Z,3118589409,male,United States of America,1968-05-02T00:00:00Z,52.0,govholcomb,Republican Party
Eric Holcomb,HolcombForIN,2015-03-26T00:00:00Z,3118589409,male,United States of America,1968-05-02T00:00:00Z,52.0,govholcomb,Republican Party
Eric Holder,ericholder,2015-06-18T00:00:00Z,3333055535,male,United States of America,1951-01-21T00:00:00Z,69.0,,Democratic Party
Eric Lesser,EricLesser,,,male,United States of America,1985-02-27T00:00:00Z,35.0,,Democratic Party
Eric Schmitt,Eric_Schmitt,,,male,United States of America,1975-06-20T00:00:00Z,45.0,ericschmittmo,Republican Party
Eric Schneiderman,Schneiderman,2019-05-19T00:00:00Z,1129958483502276608,male,United States of America,1954-12-31T00:00:00Z,65.0,,Democratic Party
Eric Swalwell,RepSwalwell,2012-11-11T00:00:00Z,942156122,male,United States of America,1980-11-16T00:00:00Z,40.0,repswalwell,Democratic Party
Erica Thomas,itsericathomas,,1948095715,female,United States of America,1987-08-12T00:00:00Z,33.0,,Democratic Party
Erik Paulsen,RepErikPaulsen,2019-04-15T00:00:00Z,1117788375883354113,male,United States of America,1965-05-14T00:00:00Z,55.0,,Republican Party
Erika Harold,ErikaHarold,2012-05-16T00:00:00Z,581678551,female,United States of America,1980-02-20T00:00:00Z,40.0,_erikaharold,Republican Party
Erin Murphy,epmurphy,,t2086221933,female,United States of America,1960-03-13T00:00:00Z,60.0,,Minnesota Democratic–Farmer–Labor Party
Erin Murphy,epmurphy,,t2086221933,female,United States of America,1960-03-13T00:00:00Z,60.0,,Democratic Party
Ernest Moniz,ErnestMoniz,2017-01-18T00:00:00Z,821769014691168256,male,United States of America,1944-12-22T00:00:00Z,75.0,,Democratic Party
Ertharin Cousin,wfpertharin,,,female,United States of America,1957-01-01T00:00:00Z,63.0,,Democratic Party
Eugene DePasquale,DePasqualePA,2009-05-04T00:00:00Z,37820650,male,United States of America,1971-08-03T00:00:00Z,49.0,eugene_depasquale,Democratic Party
Evan Bayh,SenEvanBayh,2009-10-05T00:00:00Z,80111837,male,United States of America,1955-12-26T00:00:00Z,64.0,,Democratic Party
Evan Bayh,EvanBayh,2009-10-05T00:00:00Z,80111837,male,United States of America,1955-12-26T00:00:00Z,64.0,,Democratic Party
Evan Bayh,SenEvanBayh,2016-07-11T00:00:00Z,752500729202536448,male,United States of America,1955-12-26T00:00:00Z,64.0,,Democratic Party
Evan Bayh,EvanBayh,2016-07-11T00:00:00Z,752500729202536448,male,United States of America,1955-12-26T00:00:00Z,64.0,,Democratic Party
Evan Glass,EvanMGlass,2009-07-08T00:00:00Z,55018701,male,United States of America,1977-01-01T00:00:00Z,43.0,evanmglass,Democratic Party
Evan Jenkins,RepEvanJenkins,,,male,United States of America,1960-09-12T00:00:00Z,60.0,repevanjenkins,Republican Party
Evan Jenkins,RepEvanJenkins,,,male,United States of America,1960-09-12T00:00:00Z,60.0,repevanjenkins,Democratic Party
Evan Low,Evan_Low,2011-02-17T00:00:00Z,253769656,male,United States of America,1983-06-05T00:00:00Z,37.0,,Democratic Party
Evan McMullin,EvanMcMullin,2012-12-31T00:00:00Z,1051396218,male,United States of America,1976-04-02T00:00:00Z,44.0,evan.mcmullin,independent politician
Evan McMullin,EvanMcMullin,2012-12-31T00:00:00Z,1051396218,male,United States of America,1976-04-02T00:00:00Z,44.0,evan.mcmullin,Republican Party
Evan McMullin,EvanMcMullin,,t2066527979,male,United States of America,1976-04-02T00:00:00Z,44.0,evan.mcmullin,independent politician
Evan McMullin,EvanMcMullin,,t2066527979,male,United States of America,1976-04-02T00:00:00Z,44.0,evan.mcmullin,Republican Party
Evelyn Sanguinetti,Evelynetti,,,female,United States of America,1970-11-12T00:00:00Z,50.0,,Republican Party
Filemon Vela,RepFilemonVela,2013-01-12T00:00:00Z,1083448909,male,United States of America,1963-02-13T00:00:00Z,57.0,repfilemonvela,Democratic Party
Francis Rooney,RepRooney,2017-01-02T00:00:00Z,816111677917851649,male,United States of America,1953-12-04T00:00:00Z,66.0,repfrancisrooney,Republican Party
Francis X. Suarez,FrancisSuarez,2012-06-24T00:00:00Z,617602505,male,United States of America,1977-10-06T00:00:00Z,43.0,,Republican Party
Frank Dermody,RepFrankDermody,2010-09-09T00:00:00Z,188897793,male,United States of America,1951-05-29T00:00:00Z,69.0,,Democratic Party
Frank Edelblut,EdelblutForGov,,,male,United States of America,,,edelblutforgovernor,Republican Party
Frank Guinta,RepFrankGuinta,2011-01-11T00:00:00Z,236960387,male,United States of America,1970-09-26T00:00:00Z,50.0,,Republican Party
Frank LoBiondo,RepLoBiondo,,,male,United States of America,1946-05-12T00:00:00Z,74.0,repfranklobiondo,Republican Party
Frank Lucas,RepFrankLucas,2011-01-25T00:00:00Z,242772524,male,United States of America,1960-01-06T00:00:00Z,60.0,,Republican Party
Frank Pallone,FrankPallone,2009-04-16T00:00:00Z,31801993,male,United States of America,1951-10-30T00:00:00Z,69.0,repfrankpallone,Democratic Party
Frank Pallone,pallonefornj,2009-04-16T00:00:00Z,31801993,male,United States of America,1951-10-30T00:00:00Z,69.0,repfrankpallone,Democratic Party
Frank Pallone,FrankPallone,2013-03-13T00:00:00Z,1265423480,male,United States of America,1951-10-30T00:00:00Z,69.0,repfrankpallone,Democratic Party
Frank Pallone,pallonefornj,2013-03-13T00:00:00Z,1265423480,male,United States of America,1951-10-30T00:00:00Z,69.0,repfrankpallone,Democratic Party
Frank Riggs,riggsforaz,2014-02-22T00:00:00Z,2356836282,male,United States of America,1950-09-05T00:00:00Z,70.0,,Republican Party
Frank Wolf,RepWOLFPress,2011-01-12T00:00:00Z,237418907,male,United States of America,1939-01-30T00:00:00Z,81.0,,Republican Party
Fred Strahorn,RepFredStrahorn,2015-01-26T00:00:00Z,2999795157,male,United States of America,1965-03-20T00:00:00Z,55.0,,Democratic Party
Fred Upton,RepFredUpton,2010-03-18T00:00:00Z,124224165,male,United States of America,1953-04-23T00:00:00Z,67.0,repfredupton,Republican Party
Frederica Wilson,RepWilson,2011-01-04T00:00:00Z,234014087,female,United States of America,1942-11-05T00:00:00Z,78.0,repwilson,Democratic Party
French Hill,RepFrenchHill,2014-12-31T00:00:00Z,2953974395,male,United States of America,1956-12-05T00:00:00Z,63.0,repfrenchhill,Republican Party
G. K. Butterfield,GKButterfield,2011-12-09T00:00:00Z,432676344,male,United States of America,1947-04-27T00:00:00Z,73.0,,Democratic Party
Gabrielle Giffords,Rep_Giffords,,,female,United States of America,1970-06-08T00:00:00Z,50.0,gabbygiffords,Democratic Party
Garnet Coleman,GFColeman,2009-02-19T00:00:00Z,21336343,male,United States of America,1961-09-08T00:00:00Z,59.0,,Democratic Party
Garret Graves,RepGarretGraves,2014-12-30T00:00:00Z,2951574214,male,United States of America,1972-01-31T00:00:00Z,48.0,instagravesla,Republican Party
Gary Herbert,GovHerbert,2009-07-27T00:00:00Z,60688326,male,United States of America,1947-05-07T00:00:00Z,73.0,,Republican Party
Gary Herbert,HerbertForUtah,2009-07-27T00:00:00Z,60688326,male,United States of America,1947-05-07T00:00:00Z,73.0,,Republican Party
Gary Herbert,GovHerbert,2010-02-05T00:00:00Z,111530769,male,United States of America,1947-05-07T00:00:00Z,73.0,,Republican Party
Gary Herbert,HerbertForUtah,2010-02-05T00:00:00Z,111530769,male,United States of America,1947-05-07T00:00:00Z,73.0,,Republican Party
Gary Johnson,GovGaryJohnson,2009-12-09T00:00:00Z,95713333,male,United States of America,1953-01-01T00:00:00Z,67.0,,Libertarian Party
Gary Johnson,GovGaryJohnson,2009-12-09T00:00:00Z,95713333,male,United States of America,1953-01-01T00:00:00Z,67.0,,Republican Party
Gary King,GaryKingforGov,2013-05-28T00:00:00Z,1465675716,male,United States of America,1954-09-29T00:00:00Z,66.0,,Democratic Party
Gary Palmer,USRepGaryPalmer,2014-11-04T00:00:00Z,2861616083,male,United States of America,1954-05-14T00:00:00Z,66.0,usrepgarypalmer,Republican Party
Gary Peters,SenGaryPeters,2011-01-10T00:00:00Z,236511574,male,United States of America,1958-12-01T00:00:00Z,61.0,sengarypeters,Democratic Party
Gary Peters,peters4michigan,2011-01-10T00:00:00Z,236511574,male,United States of America,1958-12-01T00:00:00Z,61.0,sengarypeters,Democratic Party
Gary Peters,SenGaryPeters,,t2102783533,male,United States of America,1958-12-01T00:00:00Z,61.0,sengarypeters,Democratic Party
Gary Peters,peters4michigan,,t2102783533,male,United States of America,1958-12-01T00:00:00Z,61.0,sengarypeters,Democratic Party
Gavin Buckley,gavin4annapolis,2017-10-01T00:00:00Z,914976535928541184,male,South Africa,1963-02-08T00:00:00Z,57.0,gavin4annapolis,Democratic Party
Gavin Newsom,GavinNewsom,2007-12-19T00:00:00Z,11347122,male,United States of America,1967-10-10T00:00:00Z,53.0,gavinnewsom,Democratic Party
Gene Green,RepGeneGreen,,,male,United States of America,1947-10-17T00:00:00Z,73.0,,Democratic Party
Geoff Diehl,DiehlForSenate,,t2086440236,male,United States of America,1969-04-23T00:00:00Z,51.0,,Republican Party
